,Q16288,Q9UM73,P06213,P52564,Q8IU85,P04629,P42345,P51617,Q15418,P78368,P48729,P51812,Q16539,P54646,Q02763,Q9HCP0,O75582,P48736,Q96GD4,P16591,P48730,P22607,Q9Y4K4,P67870,Q9HAZ1,O43293,O00444,O15530,P51957,P16234,Q9UQM7,P36507,Q9BXA7,P35968,O60674,Q9H4B4,Q86V86,Q05397,P00533,O14757,P07333,Q9Y243,P12931,O14965,Q7KZI7,P15056,Q13237,P29317,O95819,P11362,Q15759,P53778,O00311,P35916,Q05655,Q14680,P30291,Q9HBY8,P10721,Q8TDC3,O00418,P24941,Q00535,P41240,P06493,P22694,P78527,Q16644,P04049,Q96PF2,Q13131,O15111,P54619,P09619,P11309,Q9UBF8,P15735,P29376,P49841,P07948,Q06418,P30530,Q9H3Y6,P51813,O00141,Q13188,Q13976,Q12866,Q07912,Q9NWZ3,P50613,Q9P289,Q02156,P17252,P08631,P49759,Q13557,Q02750,P43405,Q05513,Q15078,Q9BWU1,P04626,P07332,P28482,P21802,Q9NR20,Q9HBH9,Q16620,P80192,P53350,P05129,P53667,P27448,P50750,P36888,Q13627,P27361,O94806,Q9UGJ0,P31749,Q00534,Q14164,Q5S007,Q9BUB5,Q14289,P52333,Q99683,O15264,P05771,Q04912,P17612,P22612,P07949,Q9Y463,P54760,Q13555,Q8NE63,Q13882,O14920,Q9UHD2,Q12851,O43781,P17948,P06241,Q9UGI9,P51451,P06239,O15075,Q96SB4,Q13554,P34947,Q08881,P49137,Q5VT25,P19784,P43403,Q14012,P29323,Q15118,P49336,P49760,P24723,Q16566,P42684,P42336,Q96RG2,Q9NYL2,Q9H2G2,O96017,Q9Y6M4,P68400,Q15139,O00329,Q04759,P08069,Q9H2X6,P31751,P42679,P11802,Q8N4C8,P08581,P00519,Q06187,Q96KB5,Q04771,P49840,P41279,P41743
P49759,0.064193944,0.044779278,0.049706988,0.117286106,0.139126933,0.064874091,0.031662204,0.05611648,0.116012365,0.083531507,0.094972439,0.108442926,0.175720366,0.10727116,0.048984496,0.076932147,0.100921497,0.043585888,0.10479435,0.065621537,0.08285346,0.06874591,0.068277606,0.047948108,0.784941671,0.12464657,0.076244711,0.0947479,0.07513694,0.062164286,0.109335459,0.115271002,0.111651032,0.061306467,0.058904447,0.082080531,0.110478714,0.059880545,0.051907054,0.101548784,0.064339022,0.121849045,0.088553398,0.121956836,0.090749997,0.074480573,0.075847255,0.062938494,0.060387973,0.067884732,0.155991025,0.161861891,0.080733659,0.061925252,0.105344324,0.103601446,0.078585546,0.08943195,0.072189724,0.093448958,0.052542654,0.175419368,0.153125864,0.106714975,0.168951053,0.123193784,0.021384721,0.135566219,0.078684076,0.111259309,0.107971112,0.082351927,0.044223761,0.064645394,0.118006531,0.052251633,0.133741524,0.053626762,0.143105277,0.076455977,0.053857276,0.055827806,0.080504085,0.096390622,0.099462228,0.098098369,0.085236314,0.049507417,0.056657121,0.090724724,0.155012148,0.113272682,0.07697345,0.084260749,0.082044853,1.0,0.111407486,0.122365039,0.074683319,0.096022189,0.055702077,0.118309668,0.048924749,0.062882591,0.178118494,0.063468116,0.211352397,0.122628838,0.064456157,0.066529624,0.096027808,0.068494235,0.077826698,0.097771798,0.140307698,0.058785623,0.170147411,0.177296519,0.092417857,0.047685452,0.120450278,0.197577926,0.067401412,0.036000757,0.111812557,0.062401358,0.058968194,0.065235363,0.17151979,0.078458764,0.049613682,0.129887242,0.134221639,0.063056986,0.183068765,0.058483157,0.10080414,0.159041177,0.080350817,0.076701817,0.069366447,0.074163961,0.216257971,0.063944314,0.08736655,0.047209148,0.083226187,0.089376836,0.109122001,0.148368586,0.088175958,0.088535448,0.075949435,0.124626574,0.043853932,0.142694364,0.065746129,0.147197565,0.05600671,0.048002446,0.125834814,0.543390738,0.079838627,0.136596468,0.050628411,0.048438191,0.066872598,0.070633397,0.071702829,0.129643259,0.084984008,0.143070143,0.099722616,0.037065228,0.091573044,0.050988023,0.134138884,0.10866217,0.091768033,0.155851541,0.058152688,0.049916572,0.056837868,0.088311328,0.078765907,0.079737982,0.128854022,0.103643424,0.090608195
Q13557,0.059465103,0.056111098,0.051499994,0.12807849,0.276553506,0.06305226,0.028574939,0.069325013,0.165886726,0.08942675,0.0983061,0.16940237,0.137036575,0.177960977,0.056672349,0.086647094,0.159652337,0.052420842,0.179689837,0.067429962,0.092875301,0.064700827,0.10149947,0.053188049,0.110436724,0.238171863,0.139866673,0.155062302,0.11152958,0.059138802,0.865165609,0.116300806,0.164252471,0.059875111,0.060209776,0.139241491,0.140989903,0.07250892,0.066121888,0.166125071,0.05812238,0.156692938,0.074136452,0.172457202,0.160717055,0.07499229,0.120100272,0.073429313,0.077455026,0.067574088,0.138863199,0.132085745,0.092257747,0.046210164,0.114451549,0.164577983,0.083968681,0.157068855,0.053414464,0.174891403,0.047476471,0.161318157,0.157374871,0.092835208,0.178072044,0.184038349,0.02443306,0.205541403,0.084185922,0.165284608,0.174736871,0.10521757,0.049786384,0.052537365,0.12078907,0.048905893,0.251431276,0.061088656,0.126674591,0.06978219,0.056892696,0.050294848,0.085295448,0.078065428,0.150056461,0.122100862,0.121842728,0.059548951,0.073376037,0.094366941,0.142863703,0.138335298,0.113573347,0.122598628,0.076186851,0.111407486,1.0,0.119030289,0.068574922,0.108418251,0.041346005,0.114650837,0.057102776,0.068042116,0.147907425,0.069281901,0.136604022,0.205003661,0.059797617,0.085521908,0.148551486,0.109362885,0.067284956,0.161248784,0.147208913,0.055360793,0.088080245,0.140918555,0.127352413,0.04283789,0.150799622,0.159315046,0.109899961,0.056905884,0.187776638,0.068904713,0.059389166,0.093212271,0.140930192,0.114273004,0.047719548,0.182975552,0.186306359,0.052419434,0.091622014,0.065978273,0.799580062,0.114830151,0.086725387,0.11061994,0.106285568,0.104327695,0.113227854,0.056102008,0.078294757,0.046399983,0.082540133,0.075749472,0.185979689,0.075330281,0.715581063,0.109588816,0.069912302,0.197914953,0.076191348,0.145704349,0.074107548,0.267767743,0.068575355,0.049379176,0.118096045,0.106023649,0.119929057,0.278283418,0.070099657,0.04214462,0.076244426,0.096757262,0.096200258,0.192798964,0.07989937,0.131562002,0.128313383,0.043975606,0.111667596,0.044617224,0.093564146,0.152611029,0.075527292,0.16742254,0.071091689,0.04157755,0.071558675,0.065543391,0.070322922,0.090417979,0.115423878,0.107366153,0.115401999
Q02750,0.090256472,0.059509847,0.060931388,0.334034768,0.122474487,0.080907967,0.033473221,0.087300078,0.135928939,0.086204643,0.088898487,0.129013447,0.145111794,0.118835638,0.080428713,0.08280385,0.106053708,0.043841469,0.178943398,0.08613352,0.082409527,0.083459476,0.132308919,0.046823952,0.111524995,0.122647324,0.094555569,0.12852627,0.105119481,0.066057459,0.106544781,0.809285896,0.114755528,0.064335199,0.087145052,0.105712745,0.136164487,0.085868141,0.080347686,0.126224815,0.067745365,0.148177141,0.112366686,0.17575954,0.100397722,0.095974345,0.10966727,0.081032791,0.106892891,0.09051171,0.133570138,0.124784515,0.084976855,0.065104564,0.114499984,0.092034798,0.094528282,0.131195948,0.071566005,0.106032058,0.05054185,0.192439975,0.172651305,0.102667805,0.192119892,0.150298171,0.021810259,0.13458978,0.097285933,0.125283433,0.120445848,0.098285477,0.043107658,0.072233751,0.1188075,0.052027306,0.11864353,0.076214854,0.156635135,0.098592097,0.073590279,0.078647399,0.101309489,0.103596925,0.130862909,0.231740771,0.11266585,0.067084694,0.080170789,0.135781672,0.173231742,0.217862116,0.105303446,0.118288718,0.095099182,0.122365039,0.119030289,1.0,0.102004707,0.129875238,0.04928765,0.11061692,0.082021775,0.092637857,0.126451628,0.085024226,0.12785945,0.121486747,0.087599719,0.091846219,0.116670626,0.108499853,0.11205086,0.104124234,0.14511409,0.071494444,0.091390356,0.126395252,0.095323007,0.050201139,0.143004822,0.164206937,0.11428607,0.04707908,0.121640035,0.083151779,0.087650829,0.097849409,0.116899314,0.118786428,0.066040043,0.155849281,0.151098176,0.086353835,0.112255373,0.077359818,0.110091042,0.102601063,0.114823998,0.093923176,0.095794128,0.13076439,0.106899614,0.068316387,0.107888684,0.057258683,0.104311604,0.10029399,0.090571378,0.075152116,0.088158697,0.110794146,0.096713498,0.128899928,0.074042793,0.108203614,0.115048751,0.128028587,0.074681831,0.053855226,0.109704547,0.102796933,0.107802821,0.125133945,0.075473722,0.040854565,0.067739339,0.091990025,0.114306262,0.112058954,0.083936149,0.101591459,0.099083839,0.039566461,0.113080098,0.061209237,0.071025101,0.139065767,0.114975201,0.149724167,0.105255303,0.064243407,0.080624956,0.09408631,0.146098788,0.093995033,0.140028673,0.124606191,0.126678105
P43405,0.140511267,0.097092497,0.110513773,0.105861603,0.077285503,0.146200101,0.030607705,0.07783521,0.088352865,0.074074911,0.094161096,0.084728411,0.078311339,0.071131758,0.130419772,0.073361324,0.088104832,0.055810253,0.104102982,0.175361842,0.09296641,0.157952985,0.051367146,0.041574674,0.07619911,0.084340837,0.056537309,0.079604634,0.063197684,0.124230348,0.062691567,0.104183499,0.09449939,0.108872088,0.136121824,0.07193117,0.074847745,0.155065136,0.133985924,0.068581515,0.125841108,0.090564058,0.208472061,0.107878109,0.076463331,0.113758435,0.084952655,0.148851309,0.049492114,0.15220731,0.0872812,0.0891138,0.052868566,0.102211018,0.089030412,0.066453535,0.068150833,0.090704353,0.132046968,0.064517485,0.058287417,0.093179814,0.092675397,0.253085252,0.102702216,0.101590412,0.027552336,0.084584406,0.124512993,0.089417933,0.073920517,0.06629912,0.034596125,0.114032906,0.085576237,0.059744763,0.085381043,0.135068103,0.085569943,0.210506734,0.141453424,0.146400906,0.210460922,0.18009388,0.092812811,0.097454817,0.085546183,0.143108769,0.134944561,0.099487303,0.087655086,0.111275436,0.086888726,0.103761177,0.213094636,0.074683319,0.068574922,0.102004707,1.0,0.087082454,0.042970086,0.058478906,0.132325216,0.168906873,0.093788572,0.153387759,0.066144461,0.08444791,0.147005305,0.093117717,0.065150077,0.09162501,0.104137763,0.074339031,0.089793263,0.123980107,0.063418286,0.090378927,0.080562723,0.04536366,0.09265022,0.101225495,0.058206703,0.060358161,0.07097866,0.150872215,0.137257457,0.060987813,0.084792039,0.099281032,0.112774573,0.102965199,0.10587925,0.137770752,0.070858918,0.138910385,0.062717407,0.068251665,0.205851739,0.070110126,0.063801206,0.056561295,0.078046387,0.112082735,0.210503096,0.043701181,0.208086345,0.236341298,0.091585192,0.060419839,0.050493342,0.080247815,0.182921392,0.092032971,0.041297682,0.07716098,0.552552318,0.082179147,0.138869816,0.041135542,0.058800645,0.069222134,0.076837036,0.080168915,0.165979955,0.042610424,0.060679964,0.097161872,0.054352034,0.108046441,0.069423859,0.073145459,0.07626794,0.051826302,0.098001592,0.116885872,0.060909938,0.093584733,0.222310373,0.09608599,0.046496398,0.107243589,0.173183429,0.181303593,0.082214354,0.081640316,0.081798799,0.068155658,0.100049517
Q05513,0.07066543,0.049750825,0.058840443,0.121728916,0.145481595,0.068844286,0.026578605,0.076763211,0.197266849,0.073487666,0.073866026,0.190569506,0.108282214,0.127595054,0.066491748,0.070874909,0.199166,0.050648249,0.159936396,0.075442329,0.063506368,0.077255591,0.08648152,0.05156033,0.098104236,0.120700884,0.100039049,0.170526844,0.096121402,0.064308257,0.109462086,0.128745414,0.14601234,0.059616844,0.067590858,0.102444423,0.097658343,0.070382634,0.070609581,0.114188942,0.059476453,0.297494644,0.083396074,0.152859651,0.120879603,0.110601265,0.16343538,0.078467941,0.070237978,0.075869224,0.104638376,0.111212868,0.069103939,0.06272632,0.295340319,0.117229049,0.068864142,0.30332375,0.0661252,0.110239053,0.05103548,0.11857939,0.115569386,0.106128595,0.122686493,0.251352908,0.02363149,0.129190976,0.097937963,0.135385923,0.13117994,0.084271448,0.057678531,0.062615129,0.112164089,0.057890927,0.137971844,0.067000996,0.107761871,0.088436878,0.077275203,0.076730585,0.092344923,0.089834991,0.298701802,0.114146934,0.192250365,0.070678556,0.059940557,0.106803706,0.127434528,0.127848942,0.334087048,0.327263461,0.094917852,0.096022189,0.108418251,0.129875238,0.087082454,1.0,0.042608325,0.083564834,0.071291704,0.083634212,0.100206696,0.081139734,0.083625513,0.133112586,0.070499751,0.07124211,0.127147284,0.303039926,0.098118975,0.12140948,0.106240834,0.069864715,0.084740529,0.10297736,0.121999746,0.050214147,0.298867149,0.115960368,0.073415202,0.048212629,0.123227054,0.069660501,0.069068235,0.079798208,0.106680569,0.333055262,0.049576265,0.24393366,0.235849578,0.070983896,0.088991633,0.06532553,0.103398694,0.082688992,0.090179799,0.086695984,0.072125184,0.081663672,0.098609679,0.066033255,0.097313563,0.055189657,0.084111415,0.087495439,0.109414156,0.055609379,0.090999567,0.180255194,0.101637468,0.125280979,0.108275716,0.117681469,0.098773144,0.15800768,0.06354226,0.055313489,0.089830183,0.099317099,0.327973251,0.129931268,0.071106933,0.048917859,0.075835816,0.06104857,0.072142177,0.1286741,0.071216318,0.117322139,0.112359475,0.046669445,0.280379359,0.055667741,0.06269448,0.311903135,0.101320149,0.09910752,0.067663873,0.061023751,0.072809174,0.09270899,0.08129995,0.080870466,0.100536496,0.089490613,0.728011121
Q15078,0.037992358,0.030366147,0.033042989,0.049264284,0.044346944,0.041792426,0.02578143,0.049064181,0.054903414,0.045892642,0.036900332,0.054176623,0.046827853,0.050962308,0.036991591,0.042847707,0.041540774,0.039984999,0.050828795,0.048118065,0.043295942,0.03962897,0.050638452,0.039216435,0.053182763,0.042844705,0.038533004,0.04982556,0.040562498,0.03525662,0.043101792,0.04290909,0.042967256,0.041522824,0.033894821,0.052279507,0.041334548,0.037978926,0.03313715,0.054109596,0.040351042,0.052042803,0.049941701,0.054769496,0.047116837,0.039552011,0.044339876,0.035099132,0.033407107,0.054844846,0.045432163,0.051538766,0.05263714,0.04384943,0.039570485,0.036323674,0.046505385,0.059233825,0.03732893,0.042641541,0.043374044,0.050935766,0.053078557,0.045883139,0.048008666,0.053118765,0.022404925,0.058117579,0.041550751,0.044150048,0.054353187,0.036921079,0.046754421,0.03769744,0.04766302,0.057838353,0.050652069,0.041467369,0.046483309,0.044267611,0.040619097,0.040123844,0.043092711,0.039683104,0.052939153,0.049495521,0.031344568,0.044299359,0.030803521,0.058944402,0.0480585,0.043470996,0.039474126,0.037524575,0.042467025,0.055702077,0.041346005,0.04928765,0.042970086,0.042608325,1.0,0.058522676,0.033582227,0.040137355,0.048510961,0.049808717,0.048807802,0.045958962,0.043956352,0.04131129,0.049261088,0.038835797,0.049226313,0.046227476,0.050828082,0.036992267,0.04247292,0.047230071,0.038291201,0.05842549,0.045676691,0.063467189,0.035418128,0.023365176,0.049388883,0.032935411,0.035770935,0.035773897,0.04677199,0.037799346,0.036574554,0.054616556,0.044923147,0.034447611,0.041400819,0.037878375,0.050447622,0.038074562,0.049190534,0.035375704,0.034214194,0.045321655,0.039508239,0.030589712,0.034643663,0.057418366,0.042739486,0.038940115,0.051713554,0.044652406,0.042361581,0.040516775,0.039480071,0.054275785,0.028459156,0.056170401,0.043806428,0.042241323,0.039623419,0.044097362,0.060200275,0.053511114,0.045940506,0.052982178,0.033490542,0.031731179,0.038614649,0.037059979,0.027914501,0.039742863,0.049735865,0.046591341,0.042469149,0.040427209,0.037523323,0.031815271,0.042228791,0.042761157,0.047964775,0.07251063,0.032335598,0.031296564,0.036038619,0.045265339,0.063313392,0.054556712,0.047404117,0.054467403,0.047060953
Q9BWU1,0.056332274,0.054547771,0.053997229,0.107766522,0.146682412,0.058899409,0.028443603,0.076238414,0.089850995,0.080899823,0.081048762,0.086778608,0.189216976,0.113861857,0.058871441,0.077249493,0.095191713,0.041946836,0.145120261,0.065058005,0.095902808,0.072306917,0.097413038,0.046357664,0.125555898,0.141021407,0.089057261,0.11876976,0.105684689,0.062427466,0.111353435,0.104500814,0.120258029,0.062645367,0.061407945,0.115784356,0.099755364,0.074582027,0.070539188,0.119067512,0.054336225,0.10190768,0.080686888,0.131023458,0.113742454,0.074778355,0.075898908,0.064588989,0.081902886,0.069804301,0.195909333,0.197255382,0.091270827,0.053844235,0.090970038,0.094026345,0.076091373,0.110513884,0.054606823,0.107076103,0.049700335,0.294815295,0.277120472,0.06875399,0.289376264,0.11874533,0.02250506,0.109722533,0.083411923,0.11341597,0.119357122,0.097629237,0.037274658,0.069339561,0.107131601,0.046945629,0.139987697,0.062500718,0.182706404,0.07551837,0.077974331,0.076265301,0.074094063,0.066874847,0.10762429,0.119484717,0.080268988,0.064213607,0.074593652,0.084211325,0.26487586,0.116993449,0.085383446,0.084133925,0.077912234,0.118309668,0.114650837,0.11061692,0.058478906,0.083564834,0.058522676,1.0,0.064919373,0.069145172,0.213081558,0.075509422,0.133470268,0.117428099,0.060382858,0.088180164,0.102962793,0.071914336,0.078534973,0.112783336,0.240815264,0.069499736,0.116992127,0.219914616,0.081820846,0.039093196,0.102749606,0.25369454,0.07155599,0.048582979,0.121489735,0.08192545,0.061371944,0.082850761,0.203655262,0.079892313,0.058711345,0.117638419,0.117388815,0.062892295,0.12833471,0.065475769,0.126055371,0.122314061,0.08791217,0.097851175,0.077874076,0.109864662,0.141511465,0.057125243,0.079972692,0.05104837,0.082363339,0.078222263,0.100399496,0.074380329,0.106540561,0.093261632,0.068483868,0.113382912,0.053592133,0.15626391,0.071597086,0.157413704,0.065319965,0.055238116,0.794707346,0.1088318,0.078390719,0.154031977,0.076831784,0.035877261,0.055554593,0.08844866,0.084575992,0.122325162,0.087034964,0.156290748,0.086529072,0.032323823,0.090623659,0.054334123,0.09136593,0.100954853,0.077448419,0.265638669,0.081983836,0.052574716,0.085749614,0.064813205,0.091737502,0.093626018,0.166535982,0.082451374,0.085556782
P04626,0.109833811,0.103197186,0.148611241,0.081235706,0.061248336,0.113167289,0.036491261,0.069858167,0.073940354,0.057107618,0.054738365,0.067591849,0.06997108,0.060316893,0.116118917,0.061140807,0.057880988,0.042236859,0.058545325,0.102939582,0.066824663,0.135251006,0.057920239,0.03343905,0.057952105,0.055431684,0.052999803,0.067456145,0.061094713,0.100214433,0.050675627,0.074706111,0.068859679,0.102402812,0.101562558,0.066152692,0.066888896,0.127558225,0.498078201,0.05926763,0.102923466,0.061275952,0.11745291,0.071033613,0.063525293,0.077691606,0.064036745,0.131528314,0.046202356,0.127576569,0.067405517,0.066403376,0.040605147,0.103642781,0.07484725,0.054829366,0.057170043,0.066446195,0.098048627,0.077547358,0.036606768,0.065753578,0.067544067,0.133381678,0.06485015,0.067409216,0.030735778,0.061014263,0.083284917,0.064157494,0.064438607,0.05387414,0.028821668,0.107392934,0.066868218,0.044098065,0.055851695,0.123603297,0.055813063,0.117523898,0.125814217,0.127796303,0.12857641,0.110968593,0.067175739,0.080824612,0.06619121,0.11750768,0.121961066,0.071886393,0.063060708,0.080356599,0.066579798,0.072633709,0.11445066,0.048924749,0.057102776,0.082021775,0.132325216,0.071291704,0.033582227,0.064919373,1.0,0.11393783,0.064611789,0.129823479,0.04832585,0.054806151,0.103361662,0.085691799,0.059819562,0.07331999,0.084010211,0.06637973,0.064494463,0.113020333,0.053215034,0.060138669,0.068571942,0.035293955,0.058812025,0.069184601,0.045828149,0.050539978,0.054776782,0.12590136,0.108970044,0.062234538,0.071819599,0.071994471,0.114693782,0.06969457,0.068889559,0.129671084,0.070322109,0.141510933,0.053408506,0.065766273,0.115555194,0.048351568,0.047761916,0.060180184,0.056925616,0.098152343,0.130381469,0.038943431,0.127976627,0.118867782,0.057087423,0.043775278,0.05905772,0.063914687,0.121943196,0.060892828,0.049604226,0.054392463,0.125421873,0.068936251,0.121933991,0.035364491,0.066369109,0.042047227,0.07200003,0.067347215,0.114628027,0.052375844,0.062944093,0.082774183,0.044230832,0.058240265,0.059718446,0.071256147,0.066816357,0.045347501,0.079508296,0.138787717,0.052673144,0.05629151,0.123618469,0.068596176,0.058434133,0.10417271,0.116128543,0.11379788,0.061849655,0.081759808,0.053652862,0.052700235,0.071864864
P07332,0.152980174,0.116974421,0.125739507,0.093513474,0.089564812,0.15846745,0.039970865,0.079418706,0.098325413,0.066090017,0.065153465,0.092370107,0.083962547,0.080329948,0.132328628,0.067222862,0.08006954,0.058392593,0.106563247,0.508708933,0.075825553,0.148997001,0.054855581,0.038858423,0.067257801,0.094981882,0.052440542,0.070198958,0.065180387,0.128333752,0.072386031,0.089844511,0.099344955,0.116342143,0.118664426,0.065566658,0.090321096,0.146671822,0.099665876,0.07319111,0.143549034,0.082031397,0.197770286,0.109278075,0.075289662,0.114403032,0.09259816,0.155215145,0.053811454,0.151021426,0.088007199,0.096026571,0.050069005,0.115853126,0.092447714,0.062638109,0.07112644,0.079995871,0.126290287,0.067901391,0.053914462,0.104959851,0.098719071,0.209700723,0.108221307,0.08609716,0.033946866,0.075835265,0.104117349,0.099927033,0.079477082,0.067042102,0.037662492,0.126488829,0.09175373,0.04941173,0.074724337,0.148054353,0.072984107,0.191461118,0.140335613,0.149539199,0.206954684,0.194596338,0.077459147,0.085903696,0.085547106,0.134137026,0.102789516,0.100210501,0.093345566,0.098897934,0.073998265,0.083925677,0.18803302,0.062882591,0.068042116,0.092637857,0.168906873,0.083634212,0.040137355,0.069145172,0.11393783,1.0,0.087332057,0.146400664,0.065433498,0.074215246,0.147311552,0.090879797,0.06366157,0.07969861,0.111986582,0.076760716,0.094303022,0.127331834,0.052136773,0.088908196,0.079161354,0.043086798,0.080208722,0.106943309,0.05696465,0.061982024,0.055697515,0.143855689,0.123070135,0.078176044,0.085655496,0.089723186,0.109985426,0.081189061,0.086306551,0.132766331,0.056915652,0.135350663,0.066999771,0.052530159,0.20256944,0.070778327,0.057680385,0.062294784,0.080143314,0.111824968,0.195927895,0.046892397,0.202603108,0.192452744,0.091305514,0.055230502,0.05785688,0.076438854,0.197270903,0.081148746,0.051486701,0.078712147,0.175270921,0.086808699,0.131432181,0.044948658,0.067890367,0.04940256,0.084132764,0.072102611,0.148809517,0.044432891,0.069216566,0.082307845,0.048534512,0.085872375,0.062681024,0.074315031,0.074588709,0.054502097,0.100093483,0.126519485,0.043747543,0.086497275,0.218908077,0.104176685,0.051123047,0.119528099,0.156182092,0.193930789,0.078174052,0.077823766,0.071632697,0.079436019,0.081133568
P28482,0.082265609,0.052048932,0.068292343,0.159774005,0.15228576,0.077612221,0.031650121,0.081715091,0.139046932,0.090323721,0.113737879,0.127817518,0.460355848,0.124960463,0.066569941,0.08981645,0.11296739,0.039310039,0.14948451,0.086567972,0.090811799,0.092341821,0.095390389,0.052028263,0.168912721,0.148814195,0.100890867,0.136503397,0.105934595,0.08482583,0.150505002,0.127463051,0.154479133,0.081894087,0.077917303,0.136977317,0.114590348,0.069412604,0.062440159,0.14556999,0.072129213,0.12407995,0.122644693,0.145339011,0.108533981,0.090375303,0.098696818,0.086802003,0.07578415,0.094577359,0.439160431,0.406770266,0.118482493,0.070693877,0.100621127,0.11155312,0.081147977,0.139644898,0.086493057,0.116549075,0.045603734,0.299781408,0.291534976,0.109611355,0.299167426,0.156148049,0.022659154,0.131126077,0.100305616,0.161456052,0.127778656,0.115000104,0.05758134,0.07504522,0.11233242,0.044790144,0.161514876,0.075528762,0.255885472,0.112086133,0.075019394,0.079259822,0.096699771,0.079708585,0.149344542,0.14410096,0.103539286,0.074780319,0.085068377,0.117862385,0.294273665,0.12986501,0.102288781,0.095797105,0.112211695,0.178118494,0.147907425,0.126451628,0.093788572,0.100206696,0.048510961,0.213081558,0.064611789,0.087332057,1.0,0.091191773,0.172532105,0.131069664,0.085608116,0.079263859,0.143758947,0.096537017,0.095232595,0.11092108,0.233051533,0.078355583,0.138195005,0.858070732,0.118448862,0.047172092,0.114052577,0.279615624,0.081722355,0.050169657,0.126737631,0.074451367,0.074168961,0.091417428,0.414368369,0.093559785,0.063356489,0.152083158,0.165329149,0.062951689,0.144509689,0.089039456,0.151287484,0.151607989,0.134000533,0.109134225,0.077422736,0.10846625,0.165950395,0.070867684,0.118464167,0.06055274,0.110968365,0.113794763,0.121480726,0.091855498,0.137158657,0.107112952,0.091442553,0.137216351,0.06015661,0.228369186,0.08471005,0.176539112,0.093442598,0.075853535,0.217929165,0.148340139,0.083962137,0.151702173,0.068040035,0.039836366,0.068554888,0.095984169,0.084760005,0.163800926,0.091058392,0.21934613,0.119860297,0.039900991,0.108533168,0.063067793,0.107102827,0.116721515,0.103200863,0.272215482,0.073043324,0.068422969,0.077211728,0.094712658,0.121821854,0.102458935,0.224620758,0.121115783,0.104150728
P21802,0.16843337,0.119872171,0.138868016,0.0854441,0.084771844,0.170211687,0.031041738,0.078076798,0.087258149,0.067128915,0.070626626,0.078683624,0.105016465,0.078866366,0.160981455,0.06899453,0.076078267,0.052827629,0.106349831,0.153256399,0.070946324,0.657721261,0.068117746,0.040988376,0.060995156,0.072801983,0.061519207,0.079975177,0.068685348,0.201433813,0.07387165,0.091664918,0.097142111,0.205059236,0.12255802,0.081644638,0.078850602,0.14105537,0.119246838,0.086698495,0.206371732,0.086145321,0.17255091,0.114299313,0.081836872,0.11394989,0.085045409,0.134469984,0.0594072,0.731588033,0.103590603,0.095739251,0.049379035,0.178974168,0.092568381,0.075778388,0.071120594,0.077696013,0.220258461,0.065111028,0.053810126,0.112482332,0.107775295,0.192207008,0.114560509,0.094077205,0.026830928,0.069263691,0.107120942,0.102359963,0.079886999,0.069401394,0.040019001,0.19645833,0.077407429,0.050976154,0.075590663,0.151042106,0.076389783,0.173294478,0.172401351,0.178660719,0.189279683,0.160592906,0.089132648,0.089752175,0.08804391,0.165842483,0.102830232,0.099851266,0.096850854,0.104865014,0.092299556,0.093120678,0.167679477,0.063468116,0.069281901,0.085024226,0.153387759,0.081139734,0.049808717,0.075509422,0.129823479,0.146400664,0.091191773,1.0,0.060637019,0.071773875,0.18432692,0.090377332,0.081938984,0.088880717,0.115352968,0.081559832,0.098194198,0.205857051,0.063137362,0.098249699,0.08040024,0.042005347,0.08634267,0.113516488,0.056552529,0.055130361,0.066954502,0.129535513,0.116894243,0.074644461,0.104932004,0.096054486,0.122079696,0.094589262,0.095079548,0.207761699,0.06221547,0.131583995,0.070350349,0.059807082,0.181390203,0.068471835,0.058328896,0.072166411,0.067697841,0.196006967,0.157074662,0.049727223,0.165150374,0.183345382,0.08476267,0.056249843,0.060934549,0.076309195,0.147475781,0.075807624,0.040264201,0.082001588,0.160934668,0.100253715,0.131117418,0.047606654,0.080073569,0.066233868,0.08752934,0.067959675,0.139508777,0.048271408,0.072261514,0.090203157,0.064269681,0.082898589,0.065509078,0.073256911,0.075246182,0.049558906,0.102522405,0.136839869,0.047345107,0.089051921,0.191803901,0.100167913,0.056533413,0.121025502,0.137393876,0.15745877,0.0792012,0.099643626,0.075470806,0.080301715,0.088277395
